,A.R. Rahman,Ajay-Atul,Akhil Sachdeva,Ami Mishra,Amit Trivedi,Ankit Tiwari,Anu Malik,Ariana Grande,Arijit Singh,Armaan Malik,Atif Aslam,Ayushmann Khurrana,Britney Spears,Charlie Puth,Dua Lipa,Flo Rida,Jawad Ahmad,Jeet Gannguli,Jubin Nautiyal,Justin Timberlake,KK,Kailash Kher,Katy Perry,Madhur Sharma,Maroon 5,Meet Bros.,Meghan Trainor,Mithoon,Mohit Chauhan,Pritam,Ritviz,Rochak Kohli,Salim–Sulaiman,Sean Paul,Shruti Pathak,Sia,Sonu Nigam,Taylor Swift,The Chainsmokers,Vishal-Shekhar,Yo Yo Honey Singh,Zedd
current_user,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
